,work_ids,work_titles,authors,fandoms,iscrossover,ratings,warnings,genres,completions,dates,pairings,characters,freeforms,summaries,languages,wordcounts,chaptercounts,commentcounts,kudoscounts,bookmarks,hitcounts
68,547814,"Psychiatric Report - Potter, Harry J.",Ramblingnic,Harry Potter - J. K. Rowling,0,General Audiences,Choose Not To Use Archive Warnings,Gen,Complete Work,2012/10/28,,Harry Potter,"Mixed Media, Psychologists & Psychiatrists, brief mention of character death"," The official records of one Harry James Potter, patient of Saint Andrew's Psychiatric Hospital. ",English,0,1/1,0,28,3,"1,053"
69,547734,Tapas,tzigane,Harry Potter - J. K. Rowling,0,Explicit,No Archive Warnings Apply,M/M,Complete Work,2012/10/28,Draco Malfoy/Severus Snape,"Draco Malfoy, Severus Snape","Community: kink_bingo, Established Relationship, Food Kink"," Teasing bastard. Seductive, bothersome, extraordinary bastard, and Draco chewed and swallowed, licking away the taste and shivering when one hand came to rest on his hip. ",English,"2,305",1/1,0,28,6,"1,513"
70,547726,Wax and Wane,tzigane,Harry Potter - J. K. Rowling,0,Explicit,No Archive Warnings Apply,M/M,Complete Work,2012/10/28,Draco Malfoy/Severus Snape,"Draco Malfoy, Severus Snape","Community: kink_bingo, Genital Torture, Established Relationship"," Sometimes, he just wanted to hurt. It wasn't all that easily explainable, and maybe there was no point in even trying to do so. For a while, pain had been the only solid proof that he was still alive and not buried in the depths of some unknowable hell, and so Draco just... needed something sometimes. ",English,"1,691",1/1,0,35,6,"2,047"
71,547702,Inscription,tzigane,Harry Potter - J. K. Rowling,0,Explicit,Choose Not To Use Archive Warnings,M/M,Complete Work,2012/10/28,Draco Malfoy/Severus Snape,"Severus Snape, Draco Malfoy","Community: kink_bingo, Writing on Skin, Established Relationship"," He supposed that there were many reasons he had chosen the path leading to his current life. That was unquestionably one of them. There were others, but the fact that he felt more secure when he wasn't fully standing on his own two feet was very likely first on that list. ",English,"2,222",1/1,0,28,4,949
72,547695,Because I Said So,tzigane,Harry Potter - J. K. Rowling,0,Explicit,No Archive Warnings Apply,M/M,Complete Work,2012/10/28,Draco Malfoy/Severus Snape,"Draco Malfoy, Severus Snape","Community: kink_bingo, Obedience, Established Relationship, not really dubious consent"," He knew he hadn't yet been forgiven for making Severus beg. Not that it was a grudge or that Severus was really actually angry, because anger and plotting were two separate things. It was just a sense, an idea, and if Draco had learned nothing else during the war, he had learned something reasonably like patience. ",English,"2,741",1/1,0,20,5,"1,296"
73,535077,Party At Hogsmead,gnarlylikeafaggot,"One Direction (Band), Harry Potter - J. K. Rowling",1,General Audiences,Choose Not To Use Archive Warnings,"M/M, Multi",Work in Progress,2012/10/27,"OT5 - Relationship, Niall Horan/Zayn Malik/Liam Payne/Harry Styles/Louis Tomlinson","Niall Horan, Zayn Malik, Liam Payne, Harry Styles, Louis Tomlinson, Minerva McGonagall",," AU chaptered cross over fic. ot5, niall centric, with niam and larry undertones. ",English,"4,303",3/?,6,29,3,"1,971"
74,547636,An Odd Simplicity,iulia_linnea,Harry Potter - J. K. Rowling,0,General Audiences,No Archive Warnings Apply,F/M,Complete Work,2012/10/27,Luna Lovegood/Draco Malfoy,"Luna Lovegood, Draco Malfoy, Garrick Ollivander",," Mr Ollivander takes on two apprentices, and his doing so has nothing to do with gratitude, really. ",English,"1,720",1/1,12,233,28,"2,364"
75,547625,Observation and Attention,iulia_linnea,Harry Potter - J. K. Rowling,0,Explicit,No Archive Warnings Apply,F/M,Complete Work,2012/10/27,"Millicent Bulstrode/Harry Potter, Ambiguous or Implied Pairing(s)","Harry Potter, Ginny Weasley, Millicent Bulstrode, Luna Lovegood",, Harry engages in a little professional observation without realising that he's attracted the attention of others. ,English,"1,914",1/1,2,49,9,"2,810"
76,547612,The Green Dragon by MrsRuebeusHagridDursley,mrhd,Harry Potter - J. K. Rowling,0,General Audiences,No Archive Warnings Apply,Gen,Complete Work,2012/10/27,,Ginny Weasley,,-,English,"3,445",3/3,0,1,0,130
77,547536,The Decision,stefanie_bean,Harry Potter - J. K. Rowling,0,Mature,Choose Not To Use Archive Warnings,"Gen, F/M",Complete Work,2012/10/27,Petunia Evans Dursley/Vernon Dursley,"Petunia Evans, Vernon Dursley, Other - Character",Drama, Petunia Dursley comes to a critical cross-road. Written for a Petunia/Vernon drabble prompt. ,English,518,1/1,18,23,1,420
78,547522,The Chair,stefanie_bean,Harry Potter - J. K. Rowling,0,Not Rated,Choose Not To Use Archive Warnings,M/M,Complete Work,2012/10/27,Horace Slughorn/James Potter,"James Potter, Lily Evans, Sirius Black, Severus Snape, Horace Slughorn, The Fat Lady","Complete, One Shot", James Potter gets more than he bargained for when he serves a detention for Professor Slughorn. ,English,"5,242",1/1,4,16,2,"1,228"
79,547513,Things Fall Apart Interlude: Hermione at Malfoy Manor,Zelda_of_Arel,Harry Potter - J. K. Rowling,0,General Audiences,No Archive Warnings Apply,Gen,Complete Work,2012/10/27,,"Hermione Granger, Draco Malfoy, Lucius Malfoy, Narcissa Malfoy, Scorpius Malfoy, Original Male Character","Dancing, Alternate Universe, Angst, Complete"," This is a companion piece for my long fic; Things Fall Apart, But Then You Build Again. It's a small look at Hermione's life in Malfoy Manor. It takes place partly before chapter 9 and partly after it, so it should be read right after that. ",English,"4,719",1/1,1,29,3,660
80,547500,The Tale of one Harry Potter and Lucius Malfoy,Zelda_of_Arel,Harry Potter - J. K. Rowling,0,Explicit,No Archive Warnings Apply,"M/M, Multi",Complete Work,2012/10/27,"Lucius Malfoy/Harry Potter, Seamus Finnigan/Harry Potter, Hermione Granger/Remus Lupin/Severus Snape","Lucius Malfoy, Harry Potter, Severus Snape, Hermione Granger, Remus Lupin, Seamus Finnigan, Original Female Character, Draco Malfoy, Daphne Greengrass, Voldemort","Complete, Alternate Universe, Mpreg, Male Slash, Slash, Male Homosexuality, BDSM, Master/Slave, Threesome, Threesome - F/M/M, Sexual Content, Underage Sex, Mythical Beings & Creatures, Out of Character, Angst, Romance, Drama, Action/Adventure"," Lucius Malfoy stripped of his masks, born anew from the ashes, tries to find his way in his new world.The style of this story is different from the others. It's a perspective I experimented with. ",English,"34,322",16/16,15,581,120,"25,615"
81,547461,The Nott Option,iulia_linnea,Harry Potter - J. K. Rowling,0,Teen And Up Audiences,No Archive Warnings Apply,F/M,Complete Work,2012/10/27,"Daphne Greengrass/Severus Snape, Ambiguous or Implied Pairing(s)","Draco Malfoy, Astoria Greengrass, Original Characters",," There are three reasons that Mrs Nott isn't a romantic option for Severus. They're all rubbish, of course. ",English,"3,040",1/1,0,12,2,398
82,534172,A Menagerie of Drabbles,AngelQueen,"Star Trek: Alternate Original Series (Movies), Harry Potter - J. K. Rowling",1,General Audiences,Choose Not To Use Archive Warnings,Gen,Complete Work,2012/10/27,George Kirk/Christopher Pike,"Christopher Pike, James Komack, James T. Kirk, George Kirk, Hermione Granger","Drabbles, Fluff, Humor, Angst, Alternate Universe - Canon, Crossover"," A series of 20 fics based on a set of pre-established prompts, all focusing on Christopher Pike.Written for the LJ community 20_fics. ",English,"4,934",20/20,1,18,4,819
83,547454,Nothing Else,iulia_linnea,Harry Potter - J. K. Rowling,0,Explicit,Choose Not To Use Archive Warnings,F/F,Complete Work,2012/10/27,Hermione Granger/Original Female Character,"Hermione Granger, Original Female Character, Aberforth Dumbledore",, Traveling Britain with Harry and Ron in search of Horcruxes and Death Eaters and Voldemort had changed her . . . . ,English,"2,502",1/1,1,32,2,"3,544"
84,547450,Not Even Love: A One-Sided Conversation in the Near-Lost Tradition of Proper Wizards,iulia_linnea,Harry Potter - J. K. Rowling,0,Teen And Up Audiences,Choose Not To Use Archive Warnings,Gen,Complete Work,2012/10/27,Ambiguous or Implied Pairing(s),"Salazar Slytherin, Godric Gryffindor",, Slytherin takes his leave of Gryffindor. ,English,"1,350",1/1,0,3,1,197
85,547427,Not Dark but Black,iulia_linnea,Harry Potter - J. K. Rowling,0,Explicit,Choose Not To Use Archive Warnings,F/M,Complete Work,2012/10/27,"Lucius Malfoy/Narcissa Malfoy, Ambiguous or Implied Pairing(s)","Narcissa Malfoy, Lucius Malfoy, Bellatrix Lestrange, Severus Snape",Community: fall_fantasia," Enthralled, Narcissa takes Lucius for her own. ",English,"2,903",1/1,2,33,2,"1,340"
86,547425,The Bet,Kel (greylady),Harry Potter - J. K. Rowling,0,Explicit,Choose Not To Use Archive Warnings,F/M,Complete Work,2012/10/27,"Hermione Granger/George Weasley, Angelina Johnson/George Weasley","Hermione Granger, George Weasley, Angelina Johnson",," George surprises Hermione after a poker game... HG/RW, HG/AJ implied ",English,"1,798",1/1,0,52,6,"2,631"
87,547413,Normal and Pure Enough for Marriage,iulia_linnea,Harry Potter - J. K. Rowling,0,Explicit,No Archive Warnings Apply,F/M,Complete Work,2012/10/27,"Harry Potter/Ginny Weasley, Ambiguous or Implied Pairing(s)","Harry Potter, Ginny Weasley, Hermione Granger, Luna Lovegood, Molly Weasley, Severus Snape",," On the night before their wedding, Harry and Ginny each wrestle with jitters of their own making—and find help toward being able to make it. ",English,"2,652",1/1,0,7,2,"1,299"
88,544545,Professor Muggle and the Lost Witch,Beene,Harry Potter - Fandom,0,Mature,Choose Not To Use Archive Warnings,Gen,Work in Progress,2012/10/27,"Hank/Melody, Ron/Hermione, Ginny/Harry, Neville/Hannah, draco/astoria, George/Angelina, Arthur/Molly","Hank Boyd, Melody Boyd, Ginny Potter, Harry Potter, Draco Malfoy, Astoria Malfoy, Ron Weasley, Hermione Weasley, Neville Longbottom, Hannah Longbottom, George Weasley, Angelina Weasley",," On his honeymoon Professor Muggle visits New Orleans, and things seem fine. After returning to the UK, things change; Muggle Studies professors are missing. Aurors Potter and Weasley, Draco Malfoy and Hank's friends help out; can Hank teach, stay married and find them? ",English,"13,134",2/36,4,4,0,446
89,547329,Nighttime Feeding,iulia_linnea,Harry Potter - J. K. Rowling,0,Explicit,Choose Not To Use Archive Warnings,"F/M, Multi",Complete Work,2012/10/27,"Hermione Granger/Ron Weasley, Ambiguous or Implied Pairing","Hermione Granger, Ron Weasley, Harry Potter, Severus Snape",," The milk, the milk is the life! ",English,"2,984",1/1,2,10,4,"1,299"
90,547313,Never Be More My Son,iulia_linnea,Harry Potter - J. K. Rowling,0,Teen And Up Audiences,Choose Not To Use Archive Warnings,Gen,Complete Work,2012/10/27,,"Harry Potter, Voldemort",, Harry's father teaches him how to become a proper wizard. ,English,"1,305",1/1,2,18,0,714
91,547300,Needful Release,iulia_linnea,Harry Potter - J. K. Rowling,0,Explicit,Choose Not To Use Archive Warnings,"M/M, Multi",Complete Work,2012/10/27,"Harry Potter/Severus Snape, Harry Potter/Salazar Slytherin, Harry Potter/Salazar Slytherin/Severus Snape, Ambiguous or Implied Pairing","Harry Potter, Severus Snape, Salazar Slytherin",Community: pimp_my_3some, A bound Slytherin affects for Snape and Potter a needful release while securing his own. ,English,"2,017",1/1,5,242,22,"7,067"
92,547285,A Necessary Bother,iulia_linnea,Harry Potter - J. K. Rowling,0,Explicit,Choose Not To Use Archive Warnings,F/M,Complete Work,2012/10/27,Luna Lovegood/Harry Potter,"Luna Lovegood, Harry Potter, Canon Character(s)",, Luna can see more than Thestrals; she can see that Harry needs someone to comfort him—and a little pragmatic bothering. ,English,"2,815",1/1,0,95,12,"5,943"
93,547229,He Still Couldn't Speak Romanian,sein_Henker,Harry Potter - J. K. Rowling,0,Mature,No Archive Warnings Apply,M/M,Complete Work,2012/10/27,,Charlie Weasley,"Coming Out, Family"," He simply flipped over the photo and wrote, in his clearest script and his brightest red ink: 'I am gay. —Charlie.' ",English,"1,048",1/1,0,47,7,"1,057"
94,54043309,This Is Halloween,Treta_Aysel,Harry Potter - J. K. Rowling,0,Teen And Up Audiences,No Archive Warnings Apply,Gen,Work in Progress,2012/10/27,,,"Drabble Collection, Ficlet Collection", Inside here lies a collection of drabbles all written for the month of Halloween. Read and enjoy at your own risk. ,English,"2,196",10/50,0,0,0,0
95,6634195,Trouble with Padfoot,Moony_PirateKing,Harry Potter - J. K. Rowling,0,General Audiences,No Archive Warnings Apply,Gen,Complete Work,2012/10/27,,"Fred Weasley, George Weasley, Molly Weasley, Sirius Black, Remus Lupin","Identity Reveal, Comedy, Oldfic", How Fred and George Weasley discovered the Marauders' identity in a funny way. ,English,"1,339",1/1,1,166,10,"2,269"
96,709626,Genius,Bluebell_Flames,Harry Potter - J. K. Rowling,0,Mature,Graphic Depictions Of Violence,Gen,Complete Work,2012/10/27,,"Tom Riddle | Voldemort, Tom Riddle, Voldemort","One Shot, Mental Instability, Mental Breakdown, Angst, Attempted Murder, Theft, Pre Hogwarts, Minor Violence"," Tom Riddle once lived a Muggle life, where he knew nothing of the Wizarding World, magic or love. Growing up in the Muggle world is difficult for any wizard, let alone one who would become He Who Must Not Be Named... ",English,"1,500",1/1,0,2,0,130
97,547545,First Encounter,stefanie_bean,Harry Potter - J. K. Rowling,0,Teen And Up Audiences,No Archive Warnings Apply,Gen,Complete Work,2012/10/27,,"Charlie Weasley, Bill Weasley, Arthur Weasley","Family, Challenge Response, Complete, One Shot"," Billy and Charlie Weasley go on holiday with Dad, and Charlie has his first encounter with a dragon. ",English,"1,341",1/1,9,25,0,261
98,547274,The Near Miss,iulia_linnea,Harry Potter - J. K. Rowling,0,General Audiences,Choose Not To Use Archive Warnings,F/M,Complete Work,2012/10/27,Luna Lovegood/Severus Snape,"Luna Lovegood, Severus Snape",, Severus doesn't know Luna Lovegood half as well as he might . . . . ,English,"1,067",1/1,0,35,5,756
99,547081,Restless Night,charmed_seconds,Harry Potter - J. K. Rowling,0,General Audiences,No Archive Warnings Apply,M/M,Complete Work,2012/10/27,Draco Malfoy/Harry Potter,"Draco Malfoy, Harry Potter","Fluff, Hurt/Comfort", Harry has a nightmare. ,English,450,1/1,3,125,4,"2,598"
100,547065,Cracked Glass,charmed_seconds,Harry Potter - J. K. Rowling,0,General Audiences,No Archive Warnings Apply,M/M,Complete Work,2012/10/27,Draco Malfoy/Harry Potter,"Draco Malfoy, Harry Potter",Depression, Harry just wants to be treated as an equal. ,English,383,1/1,0,74,2,"1,808"
101,546992,Straight...Right...,charmed_seconds,Harry Potter - J. K. Rowling,0,General Audiences,No Archive Warnings Apply,M/M,Complete Work,2012/10/27,Draco Malfoy/Harry Potter,"Draco Malfoy, Harry Potter",," No one is truly straight, and Harry is out to prove it. ",English,501,1/1,0,89,2,"1,703"
102,546976,Nudist Colony?,charmed_seconds,Harry Potter - J. K. Rowling,0,Teen And Up Audiences,No Archive Warnings Apply,M/M,Complete Work,2012/10/27,Draco Malfoy/Harry Potter,"Draco Malfoy, Harry Potter, Hermione Granger, Ron Weasley","Crack, Humorous", Harry has an unusual dream. ,English,515,1/1,1,55,0,"2,728"
103,546960,A Little Talk,charmed_seconds,Harry Potter - J. K. Rowling,0,Mature,No Archive Warnings Apply,M/M,Complete Work,2012/10/27,Draco Malfoy/Harry Potter,"Draco Malfoy, Harry Potter","Pre-Slash, Eating Disorder", A hurting Harry is baffled by Draco Malfoy. ,English,247,1/1,0,173,7,"5,683"
104,545887,Sephiroth Potter and the Goblet of Fire,AnnaDruvez,"Harry Potter - J. K. Rowling, Final Fantasy VII",1,Mature,Choose Not To Use Archive Warnings,Gen,Complete Work,2012/10/27,,"Harry Potter, Sephiroth, Voldemort","Minor Character Death, Mild Language, Violence"," Harry has a Past that will come back to haunt old Voldie. Rated mature for some language, deaths and violence. ",English,"5,520",3/3,13,395,67,"10,659"
